data,totale_casi,totale_casi_sigma,regione,deceduti,deceduti_sigma,totale_casi_seir,totale_positivi_individuati,guariti_individuati,deceduti_seir,terapia_intensiva,totale_positivi_non_individuati,guariti_non_individuati,totale_casi_non_individuati,beta,gamma,R_0,beta_individuati,gamma_individuati,R_0_individuati,totale_casi_std,totale_positivi_individuati_std,guariti_individuati_std,deceduti_std,terapia_intensiva_std,totale_positivi_non_individuati_std,guariti_non_individuati_std,totale_casi_non_individuati_std,beta_std,gamma_std,R_0_std,beta_individuati_std,gamma_individuati_std,R_0_individuati_std,totale_casi_offset,deceduti_offset,guariti_offset,totale_positivi_offset,terapia_intensiva_offset,R_0_offset
2021-03-09,349800.0,1478,Veneto,9969.0,9,341272.9085474244,22554.0,309267.0,10115.916922583585,119.0,33488.74753757181,1750431.4946564212,1783920.2421939932,0.12944126531964342,0.08670618324525259,1.5082411198108523,0.12944126531964342,0.08670618324525259,1.5082411198108523,6076.688053714702,6277,3520,154.42279335090782,32,34831.477578765895,94767.49993018757,122284.89472027606,0.09064725599602436,0.003935518260337186,1.0013916211103404,0.09064725599602436,0.003935518260337186,0.9013916211103404,-3,-3,-3,-3,-1,-3
2021-03-10,351488.0,1726,Veneto,9978.0,10,341943.1676070375,22407.0,310062.0,10138.408175252913,117.0,33534.30974189308,1753918.7441522253,1787453.0538941184,0.12954752891228846,0.08670618324525259,1.5086697472437722,0.12954752891228846,0.08670618324525259,1.5086697472437722,6616.1854933836685,6653,3422,154.6294551039577,33,35896.289826810185,97518.21934396787,126263.88711935125,0.09121284108732856,0.003935518260337186,1.0053280846353716,0.09121284108732856,0.003935518260337186,0.9053280846353716,-3,-3,-3,-3,-1,-3
2021-03-11,353202.0,2036,Veneto,9988.0,11,342614.36538340576,22268.0,310850.0,10160.702116940058,115.0,33581.941562134336,1757411.4478974028,1790993.3894595369,0.1296370989133135,0.08670618324525259,1.5089998653701742,0.1296370989133135,0.08670618324525259,1.5089998653701742,7200.903435383902,7032,3342,155.2825400539699,34,36933.216416698735,100398.82069679732,130357.3252716407,0.09174395591764406,0.003935518260337186,1.009068925096544,0.09174395591764406,0.003935518260337186,0.909068925096544,-3,-3,-3,-3,-1,-3
2021-03-12,354955.0,2399,Veneto,9997.0,12,343286.53315201786,22136.0,311631.0,10182.80993768277,113.0,33630.973922148434,1760909.746487003,1794540.7204091519,0.12971099174774034,0.08670618324525259,1.5092381491409208,0.12971099174774034,0.08670618324525259,1.5092381491409208,7826.224145220273,7414,3287,156.47051435740653,36,37942.107192902615,103408.66322691904,134561.22554006206,0.09224231438778932,0.003935518260337186,1.0126231904242986,0.09224231438778932,0.003935518260337186,0.9126231904242984,-3,-3,-3,-3,-1,-3
2021-03-13,356768.0,2702,Veneto,10006.0,13,343959.69268696173,22013.0,312406.0,10204.742174417923,111.0,33680.744498442524,1764413.7310472762,1798094.475545719,0.1297701239559302,0.08670618324525259,1.5093904830171443,0.1297701239559302,0.08670618324525259,1.5093904830171443,8488.200548604833,7798,3265,158.28026763741684,37,38922.830933433215,106546.54950805832,138871.47525320842,0.09270966809486728,0.003935518260337186,1.0160004245957293,0.09270966809486728,0.003935518260337186,0.9160004245957292,-3,-3,-3,-3,-1,-3
2021-03-14,358546.0,3112,Veneto,10014.0,14,344633.8536784398,21896.0,313176.0,10226.508818274126,109.0,33730.60485426445,1767923.430404809,1801654.0352590738,0.12981534114267804,0.08670618324525259,1.5094622218603522,0.12981534114267804,0.08670618324525259,1.5094622218603522,9183.482143353584,8183,3283,160.79400114180544,38,39875.24944408606,109810.81150695127,143283.86698788288,0.09314770711948958,0.003935518260337186,1.0192098859106702,0.09314770711948958,0.003935518260337186,0.91920988591067,-3,-3,-3,-3,-1,-3
2021-03-15,360344.0,3533,Veneto,10022.0,15,345309.0062064468,21786.0,313939.0,10248.119966290478,108.0,33779.940157942736,1771438.7716675512,1805218.711825494,0.1298475433350638,0.08670618324525259,1.5094590833941748,0.1298475433350638,0.08670618324525259,1.5094590833941748,9909.225999179956,8568,3346,164.0871110802201,40,40799.17317611797,113199.34264761113,147794.11589633787,0.0935578456402524,0.003935518260337186,1.0222589889833815,0.0935578456402524,0.003935518260337186,0.9222589889833815,-3,-3,-3,-3,-1,-3
2021-03-16,362172.0,4014,Veneto,10030.0,16,345985.13005328143,21682.0,314698.0,10269.58517605724,106.0,33828.14838335092,1774959.6289991734,1808787.7773825247,0.1298675641340419,0.08670618324525259,1.5093862964048477,0.1298675641340419,0.08670618324525259,1.5093862964048477,10663.004081475683,8953,3458,168.2240223301616,41,41694.40618224819,116709.68630439519,152397.88712471718,0.09394146972617183,0.003935518260337186,1.0251550811836176,0.09394146972617183,0.003935518260337186,0.9251550811836176,-3,-3,-3,-3,-1,-3
2021-03-17,364066.0,4524,Veneto,10038.0,17,346662.1969326631,21584.0,315452.0,10290.913138922422,105.0,33874.63625229581,1778485.8352786102,1812360.4715309062,0.1298761270063636,0.08670618324525259,1.509248318349023,0.1298761270063636,0.08670618324525259,1.509248318349023,11442.722811344895,9337,3622,173.25596922489746,43,42560.751915117835,120339.0884410608,157090.81338151926,0.09429996191214324,0.003935518260337186,1.027905693898264,0.09429996191214324,0.003935518260337186,0.927905693898264,-3,-3,-3,-3,-1,-3
2021-03-18,365929.0,5063,Veneto,10046.0,18,347340.1714680534,21492.0,316201.0,10312.110670911085,103.0,33918.83297174055,1782017.18713789,1815936.0201096304,0.12987380554048042,0.08670618324525259,1.5090487076166037,0.12987380554048042,0.08670618324525259,1.5090487076166037,12246.566935336386,9719,3837,179.21966195473408,45,43398.01516375287,124084.5666364668,161868.55745615365,0.0946344556049959,0.003935518260337186,1.030517121527233,0.0946344556049959,0.003935518260337186,0.930517121527233,-3,-3,-3,-3,-1,-3
2021-03-19,367805.0,5682,Veneto,10053.0,19,348019.0075591361,21405.0,316945.0,10333.185019199123,102.0,33960.574354147466,1785553.4252446885,1819513.9995988358,0.12986253902792266,0.08670618324525259,1.5088029293549952,0.12986253902792266,0.08670618324525259,1.5088029293549952,13072.924303459262,10099,4102,186.13677103487,46,44205.18207832257,127942.85117640445,166725.58785190812,0.09494235270353334,0.003935518260337186,1.03296186113124,0.09494235270353334,0.003935518260337186,0.93296186113124,-3,-3,-3,-3,-1,-3
2021-03-20,369693.0,6280,Veneto,10061.0,20,348698.9130047278,21323.0,317686.0,10354.143405121169,100.0,34026.887936210565,1789095.5876404785,1823122.475576689,0.12991641721345518,0.08670618324525259,1.5090725345464937,0.12991641721345518,0.08670618324525259,1.5090725345464937,13919.96799478172,10476,4414,194.01526018128936,48,44940.87406086621,131908.84175897055,171621.2377033649,0.09510892223732943,0.003935518260337186,1.0343373790006232,0.09510892223732943,0.003935518260337186,0.9343373790006232,-3,-3,-3,-3,-1,-3
