data,totale_casi,totale_casi_sigma,regione,deceduti,deceduti_sigma,totale_casi_seir,totale_positivi_individuati,guariti_individuati,deceduti_seir,terapia_intensiva,totale_positivi_non_individuati,guariti_non_individuati,totale_casi_non_individuati,beta,gamma,R_0,beta_individuati,gamma_individuati,R_0_individuati,totale_casi_std,totale_positivi_individuati_std,guariti_individuati_std,deceduti_std,terapia_intensiva_std,totale_positivi_non_individuati_std,guariti_non_individuati_std,totale_casi_non_individuati_std,beta_std,gamma_std,R_0_std,beta_individuati_std,gamma_individuati_std,R_0_individuati_std,totale_casi_offset,deceduti_offset,guariti_offset,totale_positivi_offset,terapia_intensiva_offset,R_0_offset
2021-03-08,350274.0,989,Veneto,9977.0,10,344446.1778052141,24795.0,310166.0,10147.725023762105,122.0,56176.868734663825,1649741.9229053815,1705918.7916400454,0.1597307392434784,0.08406989771339161,1.8827225693057013,0.1597307392434784,0.08406989771339161,1.8827225693057013,13460.125789977863,10390,4356,268.27220657660973,73,45333.498375023766,251257.4728128075,219296.31730055533,0.03904367472840738,0.0069587801261436185,0.5469866677520836,0.03904367472840738,0.0069587801261436185,0.4469866677520836,-3,-3,-3,-3,-1,-3
2021-03-09,352425.0,1140,Veneto,9988.0,11,345627.5671203263,24932.0,311181.0,10176.551950840982,121.0,57100.27719507847,1655235.835209959,1712336.1124050375,0.16004751617842009,0.08406989771339161,1.884693870313768,0.16004751617842009,0.08406989771339161,1.884693870313768,14468.263418181516,10918,4662,276.376224471102,75,46893.97219146992,248502.16951261405,215781.97061801894,0.03899904919191771,0.0069587801261436185,0.5467109612443066,0.03899904919191771,0.0069587801261436185,0.4467109612443066,-3,-3,-3,-3,-1,-3
2021-03-10,354651.0,1309,Veneto,10001.0,12,346828.52871327876,25081.0,312204.0,10205.578648835108,120.0,58017.6632969096,1660816.3835075474,1718834.0468044572,0.16033298614262825,0.08406989771339161,1.8864648215783169,0.16033298614262825,0.08406989771339161,1.8864648215783169,15515.765941956512,11454,5019,285.4791804521486,77,48454.962653991526,245665.95782985157,212247.51540388953,0.038939670727720775,0.0069587801261436185,0.5463353782960209,0.038939670727720775,0.0069587801261436185,0.4463353782960209,-3,-3,-3,-3,-1,-3
2021-03-11,356984.0,1514,Veneto,10012.0,13,348048.9315105458,25242.0,313234.0,10234.82039657374,120.0,58927.79223549625,1666482.9205440981,1725410.7127795941,0.1605887390052156,0.08406989771339161,1.8880464490678168,0.1605887390052156,0.08406989771339161,1.8880464490678168,16602.001932272542,11998,5425,295.6167160609058,79,50014.344540372156,242752.96355057647,208704.95507752374,0.038867456522284134,0.0069587801261436185,0.5458726883946052,0.038867456522284134,0.0069587801261436185,0.4458726883946053,-3,-3,-3,-3,-1,-3
2021-03-12,359441.0,1704,Veneto,10024.0,14,349288.6130280429,25414.0,314272.0,10264.293433424336,119.0,59829.405664858925,1672234.6548113525,1732064.0604762116,0.1608165111182086,0.08406989771339161,1.8894504904861824,0.1608165111182086,0.08406989771339161,1.8894504904861824,17726.40807321994,12549,5877,306.81749540578784,81,51569.86203796542,239767.7890470821,205167.36275596663,0.0387834846827984,0.0069587801261436185,0.5453303399805572,0.0387834846827984,0.0069587801261436185,0.4453303399805573,-3,-3,-3,-3,-1,-3
2021-03-13,362002.0,1945,Veneto,10035.0,15,350547.38626181794,25596.0,315319.0,10294.013170235829,119.0,60721.20393660926,1678070.6867046857,1738791.8906412954,0.16101793426338884,0.08406989771339161,1.890687874631564,0.16101793426338884,0.08406989771339161,1.890687874631564,18888.453819434442,13108,6374,319.10383549075823,83,53119.17919204885,236715.58216595204,201648.9380625443,0.038688738096447635,0.0069587801261436185,0.5447150648773317,0.038688738096447635,0.0069587801261436185,0.4447150648773317,-3,-3,-3,-3,-1,-3
2021-03-14,364743.0,2144,Veneto,10046.0,16,351825.0396429531,25788.0,316375.0,10323.994181992337,119.0,61601.848041585195,1683990.0082906876,1745591.8563322732,0.16119453777055792,0.08406989771339161,1.8917687561581344,0.16119453777055792,0.08406989771339161,1.8917687561581344,20087.627408597724,13672,6913,332.49226136177293,86,54659.87982966759,233602.0656686482,198165.04361966086,0.03858411049615049,0.0069587801261436185,0.5440329294928478,0.03858411049615049,0.0069587801261436185,0.4440329294928478,-3,-3,-3,-3,-1,-3
2021-03-15,367576.0,2349,Veneto,10058.0,18,353121.33329313406,25988.0,317441.0,10354.249773568716,119.0,62469.96730575909,1689991.488608591,1752461.45591435,0.161347741692254,0.08406989771339161,1.8927024809500743,0.161347741692254,0.08406989771339161,1.8927024809500743,21323.412977818152,14243,7493,346.99230610024694,88,56189.48581697469,230433.6219058545,194732.25623677476,0.03847042130596163,0.0069587801261436185,0.5432893459645891,0.03847042130596163,0.0069587801261436185,0.4432893459645891,-3,-3,-3,-3,-1,-3
2021-03-16,370632.0,2593,Veneto,10069.0,19,354435.98402533686,26196.0,318517.0,10384.790497221891,119.0,63324.19084906778,1696073.8150486927,1759398.0058977604,0.16147883135122684,0.08406989771339161,1.8934974269362577,0.16147883135122684,0.08406989771339161,1.8934974269362577,22595.23417158785,14818,8111,362.60220124029604,91,57705.53826731812,227217.54335704353,191368.48303065338,0.03834841485165663,0.0069587801261436185,0.5424889322010416,0.03834841485165663,0.0069587801261436185,0.4424889322010416,-3,-3,-3,-3,-1,-3
2021-03-17,373718.0,2862,Veneto,10080.0,20,355768.68743979157,26412.0,319603.0,10415.627328059827,119.0,64163.239431777634,1702235.5810329085,1766398.8204646856,0.16158911374427384,0.08406989771339161,1.8941619976331845,0.16158911374427384,0.08406989771339161,1.8941619976331845,23902.51323550855,15399,8767,379.3203896431076,94,59205.56839756703,223961.77084321462,188093.0431136937,0.0382189268450442,0.0069587801261436185,0.5416366165890864,0.0382189268450442,0.0069587801261436185,0.4416366165890864,-3,-3,-3,-3,-1,-3
2021-03-18,377043.0,3129,Veneto,10091.0,21,357121.5564123987,26637.0,320700.0,10446.77085913468,120.0,65164.457556093264,1708487.8574087538,1773652.314964847,0.16177455432196333,0.08406989771339161,1.8952210822271016,0.16177455432196333,0.08406989771339161,1.8952210822271016,25245.350955130765,15984,9459,397.1420118846286,97,60765.97935574909,220698.83174066726,185385.2992474181,0.03828074914016162,0.0069587801261436185,0.5413884151268041,0.03828074914016162,0.0069587801261436185,0.44138841512680416,-3,-3,-3,-3,-1,-3
2021-03-19,380589.0,3460,Veneto,10102.0,22,358493.1995590554,26870.0,321807.0,10478.232681184176,120.0,66065.19091711035,1714821.3296212181,1780886.5205383282,0.16187383136441924,0.08406989771339161,1.8959268725497385,0.16187383136441924,0.08406989771339161,1.8959268725497385,26627.910233739552,16577,10187,416.0549200990392,100,62641.01940994681,217381.24239507644,181351.45741323987,0.03784479014795498,0.0069587801261436185,0.5396715752003517,0.03784479014795498,0.0069587801261436185,0.4396715752003517,-3,-3,-3,-3,-1,-3
