data,totale_casi,totale_casi_sigma,regione,deceduti,deceduti_sigma,totale_casi_seir,totale_positivi_individuati,guariti_individuati,deceduti_seir,terapia_intensiva,totale_positivi_non_individuati,guariti_non_individuati,totale_casi_non_individuati,beta,gamma,R_0,beta_individuati,gamma_individuati,R_0_individuati,totale_casi_std,totale_positivi_individuati_std,guariti_individuati_std,deceduti_std,terapia_intensiva_std,totale_positivi_non_individuati_std,guariti_non_individuati_std,totale_casi_non_individuati_std,beta_std,gamma_std,R_0_std,beta_individuati_std,gamma_individuati_std,R_0_individuati_std,totale_casi_offset,deceduti_offset,guariti_offset,totale_positivi_offset,terapia_intensiva_offset,R_0_offset
2021-03-07,347157.0,1035,Veneto,9946.0,7,342154.5885948405,23739.0,308953.0,10116.32644188663,117.0,50499.620066940915,1639639.4996904747,1690139.1197574157,0.15488809055228733,0.0842478707449117,1.8112127696145055,0.15488809055228733,0.0842478707449117,1.8112127696145055,16008.32716123443,10250,8312,416.1818443545642,46,44675.61322007726,78760.24277545813,94252.61707122279,0.06564175398301401,0.004354777386265421,0.7344801206175612,0.06564175398301401,0.004354777386265421,0.6344801206175612,-3,-3,-3,-3,-1,-3
2021-03-08,348853.0,1225,Veneto,9956.0,8,343214.52420251776,23824.0,309901.0,10143.212970951528,115.0,51266.74050458935,1644680.2795445363,1695947.020049126,0.1552504450668041,0.0842478707449117,1.8136726751637344,0.1552504450668041,0.0842478707449117,1.8136726751637344,16836.366541677005,10684,8556,417.88984300419327,48,45859.7748674849,79279.40415213237,97398.80369556614,0.06560107868256852,0.004354777386265421,0.7332734809738379,0.06560107868256852,0.004354777386265421,0.6332734809738381,-3,-3,-3,-3,-1,-3
2021-03-09,350637.0,1434,Veneto,9966.0,9,344290.5633178559,23921.0,310854.0,10170.220466075978,114.0,52026.848068264284,1649797.2157201157,1701824.0637883798,0.15557998530709324,0.0842478707449117,1.8159183016809,0.15557998530709324,0.0842478707449117,1.8159183016809,17698.787235031024,11121,8834,420.0594457895304,50,47034.06834048394,80061.13775800895,100827.61746683004,0.0655390675267886,0.004354777386265421,0.7319764876134561,0.0655390675267886,0.004354777386265421,0.6319764876134562,-3,-3,-3,-3,-1,-3
2021-03-10,352475.0,1668,Veneto,9975.0,11,345382.5444870496,24028.0,311811.0,10197.366104550194,113.0,52778.92096101517,1654989.5523716302,1707768.4733326456,0.15587872574715647,0.0842478707449117,1.8179635745752751,0.15587872574715647,0.0842478707449117,1.8179635745752751,18594.585305495602,11561,9146,422.7453762203592,52,48196.90146772958,81117.85370697777,104527.85779323225,0.06545708185457666,0.004354777386265421,0.7305959976485085,0.06545708185457666,0.004354777386265421,0.6305959976485085,-3,-3,-3,-3,-1,-3
2021-03-11,354407.0,1907,Veneto,9985.0,11,346490.2845566423,24146.0,312774.0,10224.666415923308,112.0,53521.916232881435,1660256.4314289873,1713778.3476618687,0.15614861413058015,0.0842478707449117,1.819821862516622,0.15614861413058015,0.0842478707449117,1.819821862516622,19522.78363032988,12003,9492,426.0021713440577,55,49346.66696589831,82458.90252469933,108487.40369664806,0.06535631388339827,0.004354777386265421,0.7291374867748192,0.06535631388339827,0.004354777386265421,0.6291374867748192,-3,-3,-3,-3,-1,-3
2021-03-12,356380.0,2184,Veneto,9994.0,11,347613.5785643087,24272.0,313743.0,10252.137262565577,112.0,54254.77163066444,1665596.892094576,1719851.6637252404,0.15639153256635138,0.0842478707449117,1.8215060123339613,0.15639153256635138,0.0842478707449117,1.8215060123339613,20482.42978685401,12446,9874,429.883397481134,57,50481.7460624133,84090.3980991389,112693.57868864176,0.06523778099523793,0.004354777386265421,0.7276050479131008,0.06523778099523793,0.004354777386265421,0.6276050479131008,-3,-3,-3,-3,-1,-3
2021-03-13,358385.0,2534,Veneto,10003.0,12,348752.1996998624,24408.0,314719.0,10279.793843507756,111.0,54976.40725865139,1671009.870663687,1725986.277922338,0.1566093002727205,0.0842478707449117,1.8230283902332758,0.1566093002727205,0.0842478707449117,1.8230283902332758,21472.59299573386,12891,10290,434.4408131785685,59,51600.511731751416,86015.20465500608,117133.44922596127,0.06510232248801058,0.004354777386265421,0.7260013988233533,0.06510232248801058,0.004354777386265421,0.6260013988233534,-3,-3,-3,-3,-1,-3
2021-03-14,360438.0,2868,Veneto,10012.0,13,349905.89931317826,24551.0,315702.0,10307.650691004596,111.0,55685.72720703366,1676494.2005610012,1732179.9277680346,0.15680367638046833,0.0842478707449117,1.8244009205376082,0.15680367638046833,0.0842478707449117,1.8244009205376082,22492.360553760467,13337,10740,439.723539269293,62,52701.33187467937,88233.07934641607,121794.05763862652,0.06495059651906783,0.004354777386265421,0.724327887458371,0.06495059651906783,0.004354777386265421,0.624327887458371,-3,-3,-3,-3,-1,-3
2021-03-15,362529.0,3235,Veneto,10021.0,14,351074.40690199065,24701.0,316692.0,10335.720665376204,110.0,56381.62153094765,1682048.6122699382,1738430.233800886,0.1569761789439662,0.0842478707449117,1.8256335310279936,0.1569761789439662,0.0842478707449117,1.8256335310279936,23540.83429862804,13784,11225,445.78038435602883,64,53782.57310684628,90740.94634659716,126662.59663074432,0.06478371874329213,0.004354777386265421,0.7225900975749701,0.06478371874329213,0.004354777386265421,0.6225900975749701,-3,-3,-3,-3,-1,-3
2021-03-16,364684.0,3623,Veneto,10030.0,15,352258.5555048431,24858.0,317690.0,10364.009996748051,110.0,57148.371368313936,1687677.209267785,1744825.580636099,0.15718722601648275,0.0842478707449117,1.827080073618043,0.15718722601648275,0.0842478707449117,1.827080073618043,24616.83973763813,14231,11743,452.6592798239744,67,54870.96421307001,93536.11018754683,131772.48540995526,0.06470619845877623,0.004354777386265421,0.7212700817629188,0.06470619845877623,0.004354777386265421,0.6212700817629189,-3,-3,-3,-3,-1,-3
2021-03-17,366888.0,4075,Veneto,10038.0,16,353459.1890869061,25024.0,318697.0,10392.525965026416,110.0,57918.24452067028,1693384.151780445,1751302.3963011154,0.1573833094055251,0.0842478707449117,1.8284256289727088,0.1573833094055251,0.0842478707449117,1.8284256289727088,25719.34644486794,14678,12295,460.39531627787596,69,55949.70396033265,96614.26975462446,137085.2095708498,0.06462874770649253,0.004354777386265421,0.7199597627751966,0.06462874770649253,0.004354777386265421,0.6199597627751966,-3,-3,-3,-3,-1,-3
2021-03-18,369197.0,4566,Veneto,10046.0,17,354667.64255515643,25189.0,319711.0,10421.275684492832,110.0,58070.455972163356,1699127.3352531982,1757197.7912253612,0.15714527092843308,0.0842478707449117,1.827213281780492,0.15714527092843308,0.0842478707449117,1.827213281780492,26849.27167838074,15122,12879,469.0236600130874,71,56796.903784383976,99944.38965944877,142240.50026516322,0.06383354416415332,0.004354777386265421,0.7154080675504824,0.06383354416415332,0.004354777386265421,0.6154080675504824,-3,-3,-3,-3,-1,-3
