data,totale_casi,totale_casi_sigma,regione,deceduti,deceduti_sigma,totale_casi_seir,totale_positivi_individuati,guariti_individuati,deceduti_seir,terapia_intensiva,totale_positivi_non_individuati,guariti_non_individuati,totale_casi_non_individuati,beta,gamma,R_0,beta_individuati,gamma_individuati,R_0_individuati,totale_casi_std,totale_positivi_individuati_std,guariti_individuati_std,deceduti_std,terapia_intensiva_std,totale_positivi_non_individuati_std,guariti_non_individuati_std,totale_casi_non_individuati_std,beta_std,gamma_std,R_0_std,beta_individuati_std,gamma_individuati_std,R_0_individuati_std,totale_casi_offset,deceduti_offset,guariti_offset,totale_positivi_offset,terapia_intensiva_offset,R_0_offset
2021-02-24,331454.0,105,Veneto,9824.0,2,331261.1457589219,22995.0,299078.0,9836.51532258141,,39977.58847270448,1586342.5012604382,1626320.0897331424,0.14644020409948208,0.08361996696829606,1.772118210996962,0.14644020409948208,0.08361996696829606,1.772118210996962,14227.639474450289,4272,11955,512.7283062501851,29,25841.13685767311,279850.80554299057,273680.2874642456,0.047895140164502456,0.010926144347735455,0.5583127360804329,0.047895140164502456,0.010926144347735455,0.4583127360804329,-3,-3,-3,-3,-1,-3
2021-02-25,332483.0,154,Veneto,9837.0,3,332080.2282878798,22864.0,300001.0,9862.826630862904,,40611.593945338485,1590229.8552454512,1630841.44919079,0.147291395129773,0.08361996696829606,1.777750799499063,0.147291395129773,0.08361996696829606,1.777750799499063,14451.186872953169,4544,12041,512.6259250591932,30,26768.16537521981,279803.76643125154,273681.2569064455,0.04833420964210891,0.010926144347735455,0.5599448682289115,0.04833420964210891,0.010926144347735455,0.4599448682289115,-3,-3,-3,-3,-1,-3
2021-02-26,333575.0,205,Veneto,9850.0,3,332912.20320947014,22753.0,300918.0,9888.961713174507,133.0,41242.5815507694,1594177.6932521642,1635420.2748029334,0.1480830373127199,0.08361996696829606,1.7829655372680098,0.1480830373127199,0.08361996696829606,1.7829655372680098,14695.027148292294,4823,12131,512.4432523520201,31,27702.21635578862,279764.5715675297,273713.63740877947,0.04872283107356113,0.010926144347735455,0.5612970019269431,0.04872283107356113,0.010926144347735455,0.4612970019269431,-3,-3,-3,-3,-1,-3
2021-02-27,334706.0,254,Veneto,9863.0,4,333757.04645087745,22660.0,301830.0,9914.949102437482,130.0,41869.55886405803,1598185.8974631822,1640055.4563272402,0.14881735790000966,0.08361996696829606,1.7877828031889986,0.14881735790000966,0.08361996696829606,1.7877828031889986,14960.055776588397,5107,12226,512.190137229606,31,28643.1408917496,279735.2600577536,273779.9143243169,0.04906525155481408,0.010926144347735455,0.5624046130778055,0.04906525155481408,0.010926144347735455,0.4624046130778055,-3,-3,-3,-3,-1,-3
2021-02-28,335757.0,312,Veneto,9875.0,5,334614.6721722581,22585.0,302737.0,9940.811882041353,127.0,42492.23210080673,1602254.037306232,1644746.2694070388,0.14949746526773378,0.08361996696829606,1.7922278639854137,0.14949746526773378,0.08361996696829606,1.7922278639854137,15247.130012239968,5397,12325,511.87994254952775,32,29589.513013259453,279717.67327271594,273883.04895358393,0.049364696663701635,0.010926144347735455,0.5632909816045466,0.049364696663701635,0.010926144347735455,0.4632909816045466,-3,-3,-3,-3,-1,-3
2021-03-01,336864.0,391,Veneto,9886.0,6,335484.9655163977,22525.0,303641.0,9966.572295551203,125.0,43110.50683370417,1606381.538671559,1649492.0455052631,0.15012665249977547,0.08361996696829606,1.7963261454277424,0.15012665249977547,0.08361996696829606,1.7963261454277424,15557.025924548823,5693,12431,511.52758360438264,33,30539.974870115926,279713.6474855984,274026.15356898704,0.0496249231985485,0.010926144347735455,0.5639803571936406,0.0496249231985485,0.010926144347735455,0.4639803571936406,-3,-3,-3,-3,-1,-3
2021-03-02,338084.0,476,Veneto,9898.0,7,336367.7831243042,22481.0,304543.0,9992.25180087647,123.0,43724.48023105076,1610567.686575999,1654292.16680705,0.15070834017696327,0.08361996696829606,1.8001029630498804,0.15070834017696327,0.08361996696829606,1.8001029630498804,15890.429611452693,5993,12543,511.1495625010373,34,31493.291877970918,279725.00838910555,274212.47900486627,0.0498501435241377,0.010926144347735455,0.5644977819675003,0.0498501435241377,0.010926144347735455,0.4644977819675004,-3,-3,-3,-3,-1,-3
2021-03-03,339297.0,571,Veneto,9910.0,8,337262.953135208,22451.0,305442.0,10017.871070270909,120.0,44334.441056758704,1614811.6251629775,1659146.066219736,0.151246039551354,0.08361996696829606,1.8035833878686764,0.151246039551354,0.08361996696829606,1.8035833878686764,16247.930554650038,6297,12663,510.7640199290903,35,32448.381821737417,279753.56106899306,274445.40700912155,0.05004493533948293,0.010926144347735455,0.564868760734125,0.05004493533948293,0.010926144347735455,0.4648687607341249,-3,-3,-3,-3,-1,-3
2021-03-04,340507.0,687,Veneto,9922.0,9,338170.2751865623,22435.0,306340.0,10043.44999033264,118.0,44940.869670351945,1619112.357702509,1664053.2273728612,0.15174332260104018,0.08361996696829606,1.806792150921651,0.15174332260104018,0.08361996696829606,1.806792150921651,16630.016703679372,6606,12792,510.39077636337373,36,33404.34119638544,279801.0785867714,274728.4426653295,0.050214165729451365,0.010926144347735455,0.5651190064760893,0.050214165729451365,0.010926144347735455,0.4651190064760893,-3,-3,-3,-3,-1,-3
2021-03-05,341761.0,822,Veneto,9933.0,10,339089.56705209037,22431.0,307238.0,10069.007760692492,116.0,45544.15017730373,1623468.9822149803,1669013.132392284,0.15220343180484142,0.08361996696829606,1.809751561138197,0.15220343180484142,0.08361996696829606,1.809751561138197,17037.07258129056,6919,12929,510.0513071939893,37,34360.38257229411,279869.53042071505,275065.15053486306,0.0503620393522483,0.010926144347735455,0.565270314850038,0.0503620393522483,0.010926144347735455,0.465270314850038,-3,-3,-3,-3,-1,-3
